forecast
0.0
39209807.99999999
62239672.0
57365413.0
95785399.0
37415973.0
44468170.0
39459368.0
56869794.0
72284738.0
49765511.0
36296588.0
57341508.0
56136140.22658562
38024219.06107795
41925552.274890564
69532638.08191814
56761549.60153948
42599559.55049155
35253768.872166164
45635664.73809019
36129544.80878085
44775379.808544494
75753762.44473577
42536385.146596275
42262268.86522766
45404917.65766963
42913071.39507773
36281459.94594807
55335934.18737807
54330659.388605006
66670649.838663615
102455332.61751641
49457340.302617736
58019982.58967194
44406631.49668066
54786458.772548854
73268492.92502496
52287834.57712754
45820998.4387251
36745213.74479186
67785735.81870344
33608958.894995034
17295289.36123016
57273052.482548915
48044876.068882495
49317307.946897484
44163124.89985081
46687664.87649251
33533688.403749794
60514093.37905512
105133224.42343524
53617526.79131278
37948766.1396485
38173540.20092716
38479846.64159814
44967908.33273379
37263857.716599815
66023482.17107527
51171663.70753313
58760390.976746626
48305200.49524153
48897108.30697809
60854066.033721976
62268554.898428164
76849577.16783069
53802102.48763785
61627558.424850315
44564687.204992935
35089654.88118775
39166077.20551482
61582145.443983175
55588172.2713396
69570689.87883647
59628801.125247665
60054428.95572242
42010078.44789396
80648897.38185702
56647403.86777139
86099602.08429982
60185118.89806481
29950573.22188847
52723831.955038406
43479363.80478629
44142433.36336062
53969039.31531233
82476758.07648228
55699765.73590916
36285942.50242112
48179387.8811684
42727800.016995355
53336651.81148946
88304031.36448808
65687720.810966514
53211020.94873177
60298193.34418447
61818031.40025201
43479559.491029724
35483176.66184157
86569165.52276106
56903062.70967918
67503169.48915519
51918724.412068896
34421041.63619859
59661373.9799323
42550757.06087828
51162778.97696143
72647817.35503802
107257624.20431522
55218518.68823096
40719395.86296374
44620666.733598255
51763406.526669964
65424225.4287075
93534830.73378052
66610845.870303005
67923471.3320465
47031342.71777595
47926324.77735117
53166742.603935435
62283612.67318962
96504675.88740833
133043795.40690188
74474516.43094209
57576778.386416584
112637401.52455856
45571040.78168191
113402406.84265691
85380918.2659159
89771348.2964111
49019673.40819932
53112390.421331204
43952183.296781674
42325606.177328125
65361505.375331886
75322768.96388729
139267360.70921743
74125350.12939957
46347899.799360685
78590674.20471232
63819964.70361876
62852568.30320462
72350781.95720369
65558418.22607879
51079221.914962724
53925987.557221495
44773900.47882417
50477405.977820426
43135069.46584999
56477265.51064342
54021374.19628213
53455496.02596002
76911008.95047452
44643774.90924431
51336541.69589757
94408279.1710743
126814632.47390488
133584531.3849849
60368463.906179555
39875008.301456764
45758924.104635715
38877955.12544918
101760543.89103422
70373626.78210402
67971828.00265786
41173222.972822614
41613017.992133446
58058156.632256985
58567430.48159287
78125966.01164436
76396650.53068295
89594131.5232849
51776774.92664492
54647461.63400399
51656465.25254982
48144726.438404985
71623302.52927256
82641804.22882129
73953383.9860261
41395295.72471617
41318910.06984402
43802541.58432587
97712186.55001898
117813655.408351
94526778.05792855
84725181.78480124
63222530.44403148
39676190.917889826
44319298.49772758
55851554.35991867
73022127.3734363
68001608.46724233
72408723.76446964
45854450.41183724
41231074.46538261
62505850.57644711
39214538.24594359
54378318.6327717
59773206.409524724
50879460.42946989
46202298.79770653
36930393.38385176
38414390.741486646
38394535.734922715
54928554.96602745
59227580.999121524
53955115.46360747
45600041.51717973
61583607.666375026
39077743.40319311
30990415.003505383
57430025.16270766
37408054.930458
76388206.75326891
122066157.53838907
36103857.24419667
45557019.49389799
37139836.37865804
67403177.35912512
68480930.4007757
80810421.0037053
53329395.27492508
41224947.46892413
40973915.928737216
48526376.86564388
91445645.56042486
102129573.0303287
83214219.56455928
94568630.5705757
39482405.80344926
41200444.56888663
34738263.79911936
84389405.94722055
113499561.44615388
48377559.99279882
54542553.6053415
51986855.67376365
42048250.48762867
62416226.511262015
63873963.24255745
90346720.53171645
63808748.2676556
62115518.0548373
47489841.00903047
84520980.0867081
46390134.12828217
79917497.9196235
92090460.56867157
100341489.8427501
94450441.55908646
40374490.636269145
66311012.80770987
41259077.93514971
94179061.00665702
80261889.89988348
69312108.09391321
58714460.133292414
80355676.54839899
46552292.15236016
37027935.252312735
57535169.67577013
66081341.079072274
41180823.32340233
23009434.708037883
20112436.439055644
57695648.5599361
50666018.804896414
70240782.64760222
55428775.28414669
54131698.56315133
49001861.65087275
33462817.53605393
45005584.811793596
38041024.841337435
134568961.2744881
59383105.26329184
71353821.7013806
68028807.62958424
41911967.79492654
38915615.57765289
40306365.59517258
50872333.64128677
51303053.844636016
40016243.73197018
44136788.03237059
31963797.27703909
52362071.38887682
49918735.10660068
52159542.98974117
68375503.23448068
67870958.16035564
62466135.55235933
65171353.113555424
51949193.00432573
95840229.25480385
61800280.20780237
60273604.420646116
77562998.09456417
53624879.2150769
42783242.32417631
58363391.6316741
47392057.162639484
94931378.64985023
54368136.88181293
54589633.5575134
70199868.26513003
40630090.43519891
40728999.08291232
49983020.54362541
137744496.25631252
89591386.7643475
102951423.16546495
44278985.65997385
48818857.66236662
63026774.56042787
65203656.57775798
60273341.452638485
59866842.55070751
67895628.1706621
63903770.07005566
39044661.093271755
45703349.90627857
41657225.790334634
64374454.64436932
78175745.4317229
55196705.433267936
58783703.35769904
56603403.842313595
41214858.228575535
40130433.563939445
49990690.83232759
70459220.92252006
66777647.577057585
52737342.85137906
