date,temp,s
2021-09-27,22.7,65.4
2021-09-28,22.3,76.4
2021-09-29,21.7,90.5
2021-09-30,22.3,76.5
2021-10-01,21.8,78.8
2021-10-02,22.4,73.5
2021-10-03,24.5,58.1
2021-10-04,25.2,66.6
2021-10-05,23.6,74.4
2021-10-06,23.2,68.6
2021-10-07,21.3,82.8
2021-10-08,20.7,88.6
2021-10-09,24,73.3
2021-10-10,24.1,73.9
2021-10-11,14.9,89.4
2021-10-12,16.1,92.3
2021-10-13,19.9,79.3
2021-10-14,20.4,77.9
2021-10-15,18.3,86.6
2021-10-16,12.8,64.3
2021-10-17,6.7,44.3
2021-10-18,10.2,59.4
2021-10-19,11.4,73.8
2021-10-20,9.9,67.6
2021-10-21,10.4,66.9
2021-10-22,10.7,63
2021-10-23,11.6,59
2021-10-24,11.9,62.1
2021-10-25,12,68
2021-10-26,12.7,66.4
2021-10-27,13.5,70
2021-10-28,12.3,61.5
2021-10-29,14.6,58.5
2021-10-30,14.1,64.6
2021-10-31,14.3,68.8
2021-11-01,14.1,72.3
2021-11-02,11.9,70.8
2021-11-03,11.5,69.4
2021-11-04,13.6,70.9
2021-11-05,13.8,62.6
2021-11-06,15,54.3
2021-11-07,16.2,55.5
2021-11-08,11,72.6
2021-11-09,8,76.1
2021-11-10,6.8,88.1
2021-11-11,7.4,77.1
2021-11-12,5.8,86.4
2021-11-13,8.9,74.1
2021-11-14,11.3,68.3
2021-11-15,10.8,73.1
2021-11-16,9.6,67.6
2021-11-17,8.6,65.5
2021-11-18,11,70.8
2021-11-19,12.4,80.4
2021-11-20,10.8,88.5
2021-11-21,12,79
2021-11-22,5.9,74.1
2021-11-23,2.8,81.5
2021-11-24,6.8,72.5
2021-11-25,9.6,63.6
2021-11-26,5.9,63.9
2021-11-27,5.1,60.6
2021-11-28,6.5,53
2021-11-29,8.4,55.9
2021-11-30,8.8,79.9
2021-12-01,1.8,62.6
2021-12-02,4,62.9
2021-12-03,4.9,68
2021-12-04,3.4,63.4
2021-12-05,3.5,65.6
2021-12-06,7,68.8
2021-12-07,6.4,72
2021-12-08,6.6,71.1
2021-12-09,8.3,63
2021-12-10,9.3,80.6
2021-12-11,7.5,81.4
2021-12-12,4.7,66.9
2021-12-13,-0.6,46.9
2021-12-14,4.4,59.8
2021-12-15,9.1,70.5
2021-12-16,8,75.4
2021-12-17,-1,60.8
2021-12-18,-2.3,62.6
2021-12-19,2.7,66.4
2021-12-20,7.4,61.9
2021-12-21,7.2,77.4
2021-12-22,3.8,61.1
2021-12-23,3.8,53.6
2021-12-24,3.1,65.5
2021-12-25,-5.8,56.1
2021-12-26,-7.5,55.1
2021-12-27,-2.6,61.8
2021-12-28,3.3,65.4
2021-12-29,4.8,64
2021-12-30,0.3,63.3
2021-12-31,-3.1,53.3
2021-01-01,-0.8,55.8
2021-01-02,-0.1,44.8
2021-01-03,-0.3,32.9
2021-01-04,0.8,47
2021-01-05,0.8,44
2021-01-06,-3.2,42.9
2021-01-07,-7.2,31.5
2021-01-08,-8.7,35.5
2021-01-09,-6.4,38.3
2021-01-10,-3.2,44.1
2021-01-11,-1.1,54.1
2021-01-12,0.1,49.1
2021-01-13,5.9,52.9
2021-01-14,6.8,57.4
2021-01-15,10.8,67.3
2021-01-16,3.5,42.1
2021-01-17,-1.7,29.9
2021-01-18,0.7,50.9
2021-01-19,-1.9,37.3
2021-01-20,3.6,54
2021-01-21,7.4,75
2021-01-22,9.5,94.6
2021-01-23,10.1,82.3
2021-01-24,8.9,71.6
2021-01-25,8.8,70.4
2021-01-26,6.7,90.6
2021-01-27,5.6,59.4
2021-01-28,3.1,53.9
2021-01-29,-3.5,28.6
2021-01-30,2.5,43.6
2021-01-31,6.9,41.4
2021-02-01,10.6,75.9
2021-02-02,0.9,27.5
2021-02-03,-0.2,34.4
2021-02-04,3.6,32.1
2021-02-05,5.3,28.3
2021-02-06,8.7,38.5
2021-02-07,9,55.1
2021-02-08,1.5,26.3
2021-02-09,2.1,29
2021-02-10,6.2,37.1
2021-02-11,6.9,66.8
2021-02-12,9.3,68.3
2021-02-13,10.6,57.6
2021-02-14,10.8,95
2021-02-15,8,56
2021-02-16,1.1,40.8
2021-02-17,-3.9,31
2021-02-18,-3.9,45.8
2021-02-19,5.1,40.8
2021-02-20,13.3,49
2021-02-21,16.6,40.1
2021-02-22,16.5,38.5
2021-02-23,6.2,32
2021-02-24,6,51.3
2021-02-25,7.1,80
2021-02-26,8.8,70.6
2021-02-27,7,62.5
2021-02-28,9.7,77.3
2021-03-01,11.3,94.6
2021-03-02,2.5,84
2021-03-03,4.7,69.9
2021-03-04,8.3,79.8
2021-03-05,11.5,86
2021-03-06,6.9,80.4
2021-03-07,5.2,72
2021-03-08,6.2,74.3
2021-03-09,8.8,68.5
2021-03-10,8.6,55.8
2021-03-11,9.3,71.3
2021-03-12,9.4,95.8
2021-03-13,9.8,72.4
2021-03-14,10.5,72.9
2021-03-15,12.8,64.9
2021-03-16,15.3,60.8
2021-03-17,10,74.1
2021-03-18,9.8,74.4
2021-03-19,10.9,69.4
2021-03-20,10.3,93.5
2021-03-21,9.7,56.5
2021-03-22,7.7,36.4
2021-03-23,11.8,36.9
2021-03-24,13.2,49.6
2021-03-25,13.5,52.1
2021-03-26,14.6,52
2021-03-27,13.5,85.9
2021-03-28,17.4,67.3
2021-03-29,16.3,43.6
2021-03-30,13.1,43.3
2021-03-31,12.4,67
2021-04-01,13.4,66
2021-04-02,13.9,76.3
2021-04-03,14.7,92.6
2021-04-04,9.9,82.4
2021-04-05,10.1,55.3
2021-04-06,11.8,60.8
2021-04-07,14.7,46.5
2021-04-08,12.9,61.1
2021-04-09,9,79.9
2021-04-10,8.9,68.5
2021-04-11,12.1,63
2021-04-12,13.2,92.1
2021-04-13,16.9,66.1
2021-04-14,10.4,49.1
2021-04-15,11.3,48.9
2021-04-16,14.4,72.4
2021-04-17,13.9,52.5
2021-04-18,11.8,46.9
2021-04-19,17.1,27.6
2021-04-20,17.5,40.3
2021-04-21,17.3,55.1
2021-04-22,18.2,48.8
2021-04-23,15.4,62
2021-04-24,14.7,73.9
2021-04-25,13.4,67.5
2021-04-26,11.9,61.3
2021-04-27,14.9,67.5
2021-04-28,18.5,50.9
2021-04-29,15.7,57.3
2021-04-30,16.8,53.5
2021-05-01,12.2,73.6
2021-05-02,12.5,66.3
2021-05-03,15.5,58.9
2021-05-04,17.2,81
2021-05-05,18.7,46.3
2021-05-06,16.8,39.8
2021-05-07,18.9,48.6
2021-05-08,18.1,41.4
2021-05-09,18.9,31.6
2021-05-10,15.3,61.1
2021-05-11,15.3,71.5
2021-05-12,16.4,71.4
2021-05-13,18.3,71
2021-05-14,19.4,76.5
2021-05-15,18.9,95.4
2021-05-16,19.4,97
2021-05-17,14.4,97
2021-05-18,16,95.9
2021-05-19,20.3,70.4
2021-05-20,16.1,94.1
2021-05-21,17.4,81.8
2021-05-22,19.8,71.4
2021-05-23,23.7,55.8
2021-05-24,19.6,70.8
2021-05-25,19,41.8
2021-05-26,18.3,47.5
2021-05-27,19.1,68.8
2021-05-28,17.5,75.8
2021-05-29,19.3,63.5
2021-05-30,19.2,66.9
2021-05-31,19,77
2021-06-01,20.3,64.1
2021-06-02,20.9,76.9
2021-06-03,18.7,94.4
2021-06-04,21.1,66.1
2021-06-05,22.2,61.4
2021-06-06,23.2,67.3
2021-06-07,24.2,63.3
2021-06-08,24.2,58.4
2021-06-09,22.6,64
2021-06-10,22.3,76.8
2021-06-11,20.7,97.1
2021-06-12,21.2,98
2021-06-13,22.9,91.3
2021-06-14,21.8,90.9
2021-06-15,20.6,94.5
2021-06-16,19,97.9
2021-06-17,18.7,93.9
2021-06-18,21.1,91.5
2021-06-19,23,67.5
2021-06-20,23.1,77
2021-06-21,22.1,72.9
2021-06-22,19.7,82.3
2021-06-23,19.5,85
2021-06-24,21,81.8
2021-06-25,22.3,82.6
2021-06-26,22.4,82.6
2021-06-27,22.7,79.4
2021-06-28,23,81.4
2021-06-29,22.7,81.8
2021-06-30,22.7,82.1
2021-07-01,23,82.4
2021-07-02,22.5,86.1
2021-07-03,22.2,93.5
2021-07-04,26.5,82.9
2021-07-05,23.5,89.8
2021-07-06,23.7,97.8
2021-07-07,23.5,98
2021-07-08,23.2,96.1
2021-07-09,22.8,97.8
2021-07-10,25,86.6
2021-07-11,26.6,82.5
2021-07-12,27.6,83.1
2021-07-13,28.1,81.9
2021-07-14,28.3,82.9
2021-07-15,26.8,88.9
2021-07-16,26,87.1
2021-07-17,25.5,85.9
2021-07-18,26.2,84.4
2021-07-19,26.5,83.6
2021-07-20,27.8,76.5
2021-07-21,26.9,81.8
2021-07-22,26.8,84.4
2021-07-23,26.5,85.9
2021-07-24,26.8,83.9
2021-07-25,27.1,83.1
2021-07-26,27.4,77.4
2021-07-27,26.8,83
2021-07-28,26.8,82.1
2021-07-29,27.3,76.9
2021-07-30,28.6,72.9
2021-07-31,28.1,83.5
2021-08-01,27.8,89.6
2021-08-02,27.8,87.3
2021-08-03,26.8,86.3
2021-08-04,28.4,75.8
2021-08-05,29.1,73.3
2021-08-06,28.9,78
2021-08-07,29,82.3
2021-08-08,24.5,96.1
2021-08-09,24.8,85.9
2021-08-10,23.9,92.5
2021-08-11,24.9,88.3
2021-08-12,24.8,89.4
2021-08-13,24.7,90.5
2021-08-14,23.3,92.6
2021-08-15,23,92.4
2021-08-16,23.6,82.4
2021-08-17,22.4,92.9
2021-08-18,22.9,88.1
2021-08-19,23.4,86
2021-08-20,24,88.1
2021-08-21,23.5,97.9
2021-08-22,26.4,80
2021-08-23,23.6,95.1
2021-08-24,26,93.3
2021-08-25,25.2,95.1
2021-08-26,27.4,74.9
2021-08-27,25.5,84.1
2021-08-28,25.4,77.8
2021-08-29,24.7,87
2021-08-30,25.1,76.6
2021-08-31,23.9,87.5
2021-09-01,22.2,96.4
2021-09-02,21.1,92.4
2021-09-03,20.6,94.1
2021-09-04,21.9,81
2021-09-05,22.3,80.4
2021-09-06,22.6,83.1
2021-09-07,24,88.9
2021-09-08,23.4,84.9
2021-09-09,23,84.5
2021-09-10,22.5,86.1
2021-09-11,23.8,80.5
2021-09-12,23.5,79.5
2021-09-13,22.9,78.9
2021-09-14,21.9,85.5
2021-09-15,22.3,70.8
2021-09-16,22.6,78
2021-09-17,20.1,91.3
2021-09-18,21.9,78.4
2021-09-19,21.6,79.3
2021-09-20,21.5,87.3
2021-09-21,23.5,91.5
2021-09-22,23.3,73.1
2021-09-23,21.7,62.3
2021-09-24,20.2,83.8
2021-09-25,21.7,83.4
2021-09-26,21.2,72.8
2021-09-27,20.4,79.8
2021-09-28,21.4,84.8
2021-09-29,23.5,91.1
2021-09-30,21.3,90
2021-10-01,20.7,85.8
2021-10-02,22.1,78
2021-10-03,22.1,85.4
2021-10-04,24.5,76
2021-10-05,24.2,74.6
2021-10-06,21.5,90.6
2021-10-07,22.4,80.5
2021-10-08,20.8,96.3
2021-10-09,22.7,93.9
2021-10-10,24.5,80.4
2021-10-11,19,94.4
2021-10-12,16.9,91.1
2021-10-13,18.4,84.9
2021-10-14,20,83
2021-10-15,19.5,83.9
2021-10-16,14.1,77.4
2021-10-17,8.4,51.5
2021-10-18,11.2,50.8
2021-10-19,12.4,60.9
2021-10-20,11.3,72.5
2021-10-21,11.4,93.5
2021-10-22,12,72.5
2021-10-23,12.8,68.5
2021-10-24,13.3,71.4
2021-10-25,14.2,66.6
2021-10-26,13.8,55.4
2021-10-27,15.6,52.5
2021-10-28,14.9,52.9
2021-10-29,15.6,55
2021-10-30,14.1,70.4
2021-10-31,14.5,68.9
2021-11-01,15.1,60.4
2021-11-02,13.1,64.1
2021-11-03,13.5,72
2021-11-04,14,57.4
2021-11-05,14.3,68.1
2021-11-06,15.1,67.8
2021-11-07,16.8,70.9
2021-11-08,13.8,79.4
2021-11-09,9.1,59.5
2021-11-10,9.3,60.4
2021-11-11,8.9,57.4
2021-11-12,7.8,51.5
2021-11-13,9.7,58
2021-11-14,11.3,65.4
2021-11-15,10.9,63.8
2021-11-16,11.4,51.4
2021-11-17,10.6,46.8
2021-11-18,12.1,51.1
2021-11-19,12.6,62.5
2021-11-20,14.2,71.3
2021-11-21,14,76.9
2021-11-22,9,51.4
2021-11-23,5.2,48.3
2021-11-24,8,51.5
2021-11-25,10.8,49.6
2021-11-26,8.2,35.1
2021-11-27,6.6,49.8
2021-11-28,7.6,58.6
2021-11-29,9.6,47.6
2021-11-30,9.5,75.4
2021-12-01,2.8,35.3
2021-12-02,3.1,43.8
2021-12-03,6.7,47.1
2021-12-04,4.7,45.4
2021-12-05,6.5,66.5
2021-12-06,9,72.4
2021-12-07,10.2,64.4
2021-12-08,9.2,64.4
2021-12-09,9.8,72.5
2021-12-10,10.9,72.9
2021-12-11,10.4,66.6
2021-12-12,7.6,45.6
2021-12-13,1.1,27.8
2021-12-14,4.1,44.9
2021-12-15,8.3,61.3
2021-12-16,7.5,86.4
2021-12-17,1.6,33.9
2021-12-18,-2.8,32.1
2021-12-19,2.1,44.9
2021-12-20,6,51.5
2021-12-21,9,53.1
2021-12-22,7.1,47.6
2021-12-23,7,34.9
2021-12-24,6.9,46.4
2021-12-25,-2.7,24.3
2021-12-26,-5.9,23.1
2021-12-27,-1.7,36.5
2021-12-28,3.2,61
2021-12-29,4.8,52.9
2021-12-30,1.8,35.6
2021-12-31,-1.5,22.9
2021-01-01,-1.3,54
2021-01-02,-0.5,47.6
2021-01-03,-1.2,34.5
2021-01-04,0.2,48.6
2021-01-05,-0.1,46.6
2021-01-06,-3.2,43.3
2021-01-07,-7.6,36.1
2021-01-08,-9.8,37.4
2021-01-09,-7.4,40.9
2021-01-10,-4.1,49.8
2021-01-11,-2.3,52.6
2021-01-12,-0.5,49.3
2021-01-13,4.7,56.6
2021-01-14,6,56
2021-01-15,9.5,60.1
2021-01-16,3.6,40.4
2021-01-17,-2.1,30.9
2021-01-18,-0.3,53
2021-01-19,-1.7,30.3
2021-01-20,1.8,48.8
2021-01-21,5.8,73
2021-01-22,8.1,87.3
2021-01-23,9.5,71.1
2021-01-24,8.5,57.8
2021-01-25,8.3,59.5
2021-01-26,5.7,79.4
2021-01-27,5.9,40.9
2021-01-28,2.7,43
2021-01-29,-3.5,29.6
2021-01-30,2.2,44.4
2021-01-31,5.4,53.6
2021-02-01,8.6,78.4
2021-02-02,1.3,27.4
2021-02-03,-0.8,38.8
2021-02-04,3.2,38
2021-02-05,2.9,36
2021-02-06,6.6,54.8
2021-02-07,8.8,52.5
2021-02-08,1.5,26.3
2021-02-09,0.9,33.4
2021-02-10,4.6,37.5
2021-02-11,6.3,56
2021-02-12,8.1,55.3
2021-02-13,9.7,49
2021-02-14,8.9,81.4
2021-02-15,6.4,54.5
2021-02-16,0.8,41.5
2021-02-17,-4.3,31.4
2021-02-18,-3.4,41.4
2021-02-19,3.2,46.1
2021-02-20,11.1,59.5
2021-02-21,13.3,57
2021-02-22,14.1,54.5
2021-02-23,6.8,18.9
2021-02-24,5.6,36
2021-02-25,6.2,70.1
2021-02-26,8.1,62.3
2021-02-27,7.1,50
2021-02-28,8,63
2021-03-01,11.2,85.8
2021-03-02,4.4,68.4
2021-03-03,4.8,59.6
2021-03-04,6.4,75.6
2021-03-05,10.9,72.4
2021-03-06,8.3,59.9
2021-03-07,5.8,63.1
2021-03-08,7.2,64.6
2021-03-09,9,57.3
2021-03-10,9.8,45.9
2021-03-11,9.7,63.6
2021-03-12,9.1,82.4
2021-03-13,10,60.5
2021-03-14,10.1,62.9
2021-03-15,11.7,62.8
2021-03-16,15.7,54.3
2021-03-17,10.4,49.3
2021-03-18,11,63
2021-03-19,12.2,52.9
2021-03-20,9.5,80.8
2021-03-21,9.2,49.5
2021-03-22,7.6,31.4
2021-03-23,9.8,48.3
2021-03-24,11.7,53.6
2021-03-25,13.4,50.9
2021-03-26,14.4,45.9
2021-03-27,13.1,78.3
2021-03-28,16,63.8
2021-03-29,14.5,48.8
2021-03-30,14,32.3
2021-03-31,12.4,61.4
2021-04-01,14.5,39.8
2021-04-02,15.8,57
2021-04-03,15.4,84.8
2021-04-04,11.3,77
2021-04-05,10.7,42.3
2021-04-06,11.8,45.6
2021-04-07,14.7,45.1
2021-04-08,13.4,57
2021-04-09,10.8,60.5
2021-04-10,9.6,59.6
2021-04-11,12.3,48.6
2021-04-12,12.5,82.1
2021-04-13,15.7,54.3
2021-04-14,10.3,42.1
2021-04-15,10.7,46.5
2021-04-16,13.7,64.6
2021-04-17,13.7,46.1
2021-04-18,11.7,42.3
2021-04-19,14.1,39.5
2021-04-20,17,28.8
2021-04-21,17.6,41.9
2021-04-22,19.1,40.5
2021-04-23,17.8,36.4
2021-04-24,15.1,60.4
2021-04-25,15.5,55.1
2021-04-26,12.7,51.8
2021-04-27,13.9,64
2021-04-28,17.6,64.5
2021-04-29,16.5,55.6
2021-04-30,16.8,40.3
2021-05-01,11.4,65.9
2021-05-02,12.7,56.4
2021-05-03,14.5,61.3
2021-05-04,16.2,82.3
2021-05-05,18.6,39.3
2021-05-06,15.6,36.8
2021-05-07,17.5,53.6
2021-05-08,15.9,47.9
2021-05-09,18.5,37.6
2021-05-10,17,45.9
2021-05-11,16.7,52.6
2021-05-12,19.3,50.3
2021-05-13,19.3,64.4
2021-05-14,19,75.9
2021-05-15,18.9,92.1
2021-05-16,20.5,92.6
2021-05-17,15.7,94.3
2021-05-18,16.4,90.9
2021-05-19,20.3,65
2021-05-20,16.2,89.8
2021-05-21,18.3,62.4
2021-05-22,19.5,64
2021-05-23,22.1,62
2021-05-24,19.5,75.9
2021-05-25,19.6,42
2021-05-26,17.8,44.5
2021-05-27,16.7,79.8
2021-05-28,17,77.9
2021-05-29,19.6,57.9
2021-05-30,19.5,61.8
2021-05-31,19.7,61.3
2021-06-01,20.3,59.6
2021-06-02,21,61.6
2021-06-03,18.8,89.9
2021-06-04,20.6,67
2021-06-05,20.3,67.8
2021-06-06,21.8,70.6
2021-06-07,22.3,69
2021-06-08,22.9,65.9
2021-06-09,22.7,60.3
2021-06-10,21.8,72.9
2021-06-11,20.4,92.4
2021-06-12,22,92.3
2021-06-13,23.1,84.8
2021-06-14,22.3,81.6
2021-06-15,21.1,85.6
2021-06-16,20.8,76.4
2021-06-17,20.4,77.3
2021-06-18,20.1,88.4
2021-06-19,23.2,65.4
2021-06-20,23.2,70.4
2021-06-21,23.5,63.3
2021-06-22,21.1,76.4
2021-06-23,20.7,77.1
2021-06-24,21.2,75.6
2021-06-25,22.4,73.6
2021-06-26,22.4,74.4
2021-06-27,23.5,70.1
2021-06-28,23.9,69.1
2021-06-29,23.3,72.5
2021-06-30,22.9,76.1
2021-07-01,24.6,71.8
2021-07-02,24.9,66.8
2021-07-03,23.3,83.1
2021-07-04,25.4,80.6
2021-07-05,22.3,91.4
2021-07-06,23.3,91.5
2021-07-07,24,91.8
2021-07-08,24.5,89
2021-07-09,25,86.5
2021-07-10,26.1,81.4
2021-07-11,27.4,78
2021-07-12,27.9,78.5
2021-07-13,27.8,80.4
2021-07-14,28.4,78
2021-07-15,28.1,76.8
2021-07-16,26,81.9
2021-07-17,25.6,77.6
2021-07-18,26.3,75.4
2021-07-19,26.6,78.4
2021-07-20,28.4,67.8
2021-07-21,28.3,64.1
2021-07-22,28.2,65.8
2021-07-23,27.8,69.9
2021-07-24,28.3,66.5
2021-07-25,28.1,64.9
2021-07-26,27.4,67.5
2021-07-27,27.5,73.1
2021-07-28,27.3,75.1
2021-07-29,27.6,72
2021-07-30,28.2,71.6
2021-07-31,28.3,81.9
2021-08-01,29.3,76.1
2021-08-02,28.7,74.9
2021-08-03,27.7,77.8
2021-08-04,29.7,67
2021-08-05,29.4,68.4
2021-08-06,29.8,69.4
2021-08-07,28.8,71.8
2021-08-08,25.5,82.3
2021-08-09,28,64.8
2021-08-10,26.3,77.4
2021-08-11,25.4,80.3
2021-08-12,26.1,77.1
2021-08-13,25.8,74.9
2021-08-14,23.5,78.5
2021-08-15,25,70.1
2021-08-16,25.6,64.1
2021-08-17,24,72.4
2021-08-18,24.6,69.1
2021-08-19,25.1,70.5
2021-08-20,24.9,78.9
2021-08-21,23.7,87.8
2021-08-22,26.2,79.6
2021-08-23,24,91
2021-08-24,25.1,89
2021-08-25,24.6,91.5
2021-08-26,26.4,79.8
2021-08-27,25.9,82.1
2021-08-28,26.2,73.6
2021-08-29,25.6,86
2021-08-30,26.1,77.5
2021-08-31,25.8,81
2021-09-01,25.6,81.8
2021-09-02,21.4,87.3
2021-09-03,21.8,77.1
2021-09-04,22.3,75.4
2021-09-05,22.3,71.3
2021-09-06,21.8,78.3
2021-09-07,23.2,83.4
2021-09-08,23.8,74
2021-09-09,23.5,75.8
2021-09-10,21.8,81.5
2021-09-11,23.5,75.6
2021-09-12,24,73.1
2021-09-13,23.8,64
2021-09-14,22.2,75
2021-09-15,23.6,56
2021-09-16,21.9,69.8
2021-09-17,20.9,78.5
2021-09-18,22.4,69.9
2021-09-19,22.2,69
2021-09-20,22.6,74.3
2021-09-21,23.3,84.1
2021-09-22,22,81.4
2021-09-23,22.3,59.8
2021-09-24,21.1,68.9
2021-09-25,21.5,72.1
2021-09-26,21.7,66
2021-09-27,21.5,66
2021-09-28,22.1,73
2021-09-29,23.3,86.5
2021-09-30,21.7,83.4
2021-10-01,21.1,77.9
2021-10-02,22.5,75.1
2021-10-03,22.4,77.1
2021-10-04,24,78.9
2021-10-05,24.2,78.8
2021-10-06,23.3,77.4
2021-10-07,23,75
2021-10-08,22.9,76.3
2021-10-09,23.3,77.4
2021-10-10,24.4,77.5
2021-10-11,18.8,89.5
2021-10-12,17.7,79.1
2021-10-13,19.4,73
2021-10-14,20.4,74.3
2021-10-15,20.9,68.9
2021-10-16,14.6,62.1
2021-10-17,8.2,40.5
2021-10-18,10.9,47.6
2021-10-19,13.1,52.4
2021-10-20,12,55.5
2021-10-21,11.7,73.9
2021-10-22,13.2,49.3
2021-10-23,13.8,56.8
2021-10-24,13.3,64.6
2021-10-25,14,59
2021-10-26,13.7,51
2021-10-27,15.4,57.5
2021-10-28,15.2,47.8
2021-10-29,14.7,55.6
2021-10-30,13.6,64.5
2021-10-31,14.8,60.3
2021-11-01,15.4,54.9
2021-11-02,13.5,56.4
2021-11-03,13.7,53.5
2021-11-04,13.8,53.5
2021-11-05,14,59
2021-11-06,15,59.3
2021-11-07,15.7,60.5
2021-11-08,12.3,68.9
2021-11-09,8.5,56.8
2021-11-10,9.1,56.6
2021-11-11,9.5,53.3
2021-11-12,7.9,49.4
2021-11-13,8.8,63.5
2021-11-14,10.7,66.4
2021-11-15,11.1,58.6
2021-11-16,11.8,48.6
2021-11-17,10.7,46.4
2021-11-18,11.3,56
2021-11-19,11.8,63.1
2021-11-20,12.7,67.3
2021-11-21,13.2,72.3
2021-11-22,9,45.1
2021-11-23,5.4,48
2021-11-24,8.4,50.5
2021-11-25,11,49.1
2021-11-26,7.7,38.9
2021-11-27,6.4,49.3
2021-11-28,7.1,53
2021-11-29,8.8,58.3
2021-11-30,8.9,71.5
2021-12-01,3.2,40.1
2021-12-02,2.6,47.4
2021-12-03,6.4,46.6
2021-12-04,4.2,48.5
2021-12-05,5.7,60.1
2021-12-06,7.6,68
2021-12-07,9.9,53.5
2021-12-08,8.5,58.6
2021-12-09,8.7,64.9
2021-12-10,9.9,70.8
2021-12-11,9.7,59.1
2021-12-12,7.4,48.4
2021-12-13,1,30
2021-12-14,3.4,47.9
2021-12-15,6.5,69.6
2021-12-16,6.7,85.3
2021-12-17,1.5,40
2021-12-18,-3,33.8
2021-12-19,2.8,48.9
2021-12-20,5.9,53.9
2021-12-21,7.8,60.5
2021-12-22,7.3,37.4
2021-12-23,5.7,36.3
2021-12-24,5.7,47.5
2021-12-25,-3.5,36.4
2021-12-26,-6.3,30.4
2021-12-27,-3.2,41.6
2021-12-28,1.6,60.1
2021-12-29,4.3,54.1
2021-12-30,2.1,38.9
2021-12-31,-1.2,28.9
2021-01-01,-0.6,83.1
2021-01-02,-0.3,67.8
2021-01-03,-0.6,54.6
2021-01-04,1.2,71.8
2021-01-05,-0.2,64.9
2021-01-06,-2.4,65.9
2021-01-07,-8.4,69.1
2021-01-08,-9.9,55.8
2021-01-09,-7.6,52.6
2021-01-10,-5.1,74.3
2021-01-11,-2.1,78.6
2021-01-12,-0.5,80.4
2021-01-13,4.3,77.5
2021-01-14,6.6,76.8
2021-01-15,7.9,83.9
2021-01-16,0.3,60.9
2021-01-17,-1.5,60.4
2021-01-18,0.6,77.1
2021-01-19,-1.3,46
2021-01-20,3.2,51.1
2021-01-21,7.6,81.4
2021-01-22,9.4,97.9
2021-01-23,9.3,96.8
2021-01-24,8.8,70.5
2021-01-25,8.8,66.8
2021-01-26,6.5,90.6
2021-01-27,5.1,41.8
2021-01-28,0.7,71.8
2021-01-29,-3.2,63.8
2021-01-30,1.8,74
2021-01-31,6.2,77.6
2021-02-01,8.3,90.6
2021-02-02,-1,45.6
2021-02-03,0.3,50.3
2021-02-04,1.6,49.1
2021-02-05,2.8,41
2021-02-06,5.7,71.4
2021-02-07,7.4,65.8
2021-02-08,0.3,44.8
2021-02-09,1.7,40.1
2021-02-10,4,58.1
2021-02-11,6.4,63.6
2021-02-12,9.3,47
2021-02-13,10.6,41
2021-02-14,10.9,55.1
2021-02-15,3.9,65.9
2021-02-16,0.4,60.5
2021-02-17,-4.5,83.4
2021-02-18,-2.2,69.1
2021-02-19,3.8,65.4
2021-02-20,10.6,74.8
2021-02-21,13,65
2021-02-22,10.5,62.1
2021-02-23,3.6,38.5
2021-02-24,3.9,42
2021-02-25,4.7,86.1
2021-02-26,9.7,59.1
2021-02-27,9.4,46
2021-02-28,8.9,70.9
2021-03-01,11.5,95.9
2021-03-02,4.7,74.8
2021-03-03,6.2,64.9
2021-03-04,6.9,85.8
2021-03-05,10.7,71.5
2021-03-06,10.4,67.6
2021-03-07,8.7,69.9
2021-03-08,8.6,66.1
2021-03-09,8.6,48.6
2021-03-10,10.6,45.1
2021-03-11,11.8,58.5
2021-03-12,9.2,93.9
2021-03-13,9.6,74.8
2021-03-14,9.8,67.5
2021-03-15,12.3,69.3
2021-03-16,11.3,64.8
2021-03-17,9.7,53.6
2021-03-18,11.7,62.4
2021-03-19,13.9,60.3
2021-03-20,9.7,94.6
2021-03-21,6.8,63
2021-03-22,7.5,47.8
2021-03-23,10.1,61.4
2021-03-24,11.8,56.3
2021-03-25,13.3,59.9
2021-03-26,14.8,46.9
2021-03-27,14.7,83.6
2021-03-28,12.4,85.6
2021-03-29,13.1,53
2021-03-30,14,33
2021-03-31,15.3,43.6
2021-04-01,16.7,36.6
2021-04-02,18.7,44.3
2021-04-03,16.8,87.8
2021-04-04,11,97.9
2021-04-05,12.4,56.3
2021-04-06,12.4,52.4
2021-04-07,14.1,44
2021-04-08,12.9,40.9
2021-04-09,13.3,41
2021-04-10,13.6,54.9
2021-04-11,15.6,38.9
2021-04-12,13.9,78.3
2021-04-13,10,76.4
2021-04-14,9.4,41.3
2021-04-15,11.8,36.6
2021-04-16,13.1,67.5
2021-04-17,11.3,55.6
2021-04-18,11,49.4
2021-04-19,12.8,53.4
2021-04-20,15.9,48.9
2021-04-21,19.2,37.9
2021-04-22,19.7,36.5
2021-04-23,21.3,28.4
2021-04-24,19.1,33.5
2021-04-25,17.8,51.1
2021-04-26,16.5,50.6
2021-04-27,16.6,53.8
2021-04-28,17.9,53.8
2021-04-29,17.4,47.5
2021-04-30,14.7,59.8
2021-05-01,10.6,78.8
2021-05-02,12.3,69.5
2021-05-03,15.6,61.9
2021-05-04,17.4,87.1
2021-05-05,15,57.1
2021-05-06,16,43.6
2021-05-07,16.3,49.9
2021-05-08,16.2,58.9
2021-05-09,17.5,43.8
