date,temp,s
2021-04-03,15.1,93.1
2021-04-04,11.9,96.8
2021-04-05,10.4,73.5
2021-04-06,11.3,55.9
2021-04-07,14.7,38.9
2021-04-08,13.7,33.4
2021-04-09,11.2,57.1
2021-04-10,10,70.5
2021-04-11,11.5,58.9
2021-04-12,11.5,91.3
2021-04-13,10.7,74.9
2021-04-14,8.9,48.9
2021-04-15,8.8,56.8
2021-04-16,11.2,75
2021-04-17,11.2,58
2021-04-18,10.7,47.5
2021-04-19,12.7,41.9
2021-04-20,15,45.8
2021-04-21,15.9,58.4
2021-04-22,15.9,61.4
2021-04-23,18.2,47
2021-04-24,15.9,61.6
2021-04-25,15.3,72
2021-04-26,13,64.9
2021-04-27,12.9,74.8
2021-04-28,16.3,59.4
2021-04-29,16.4,52.1
2021-04-30,14.3,56.6
2021-05-01,9.8,77.9
2021-05-02,10.8,70.6
2021-05-03,13.1,71.1
2021-05-04,15.6,91.6
2021-05-05,14.7,54.8
2021-05-06,12.6,61.4
2021-05-07,14.3,68.5
2021-05-08,15.5,60.3
2021-05-09,15.7,52.5
2021-05-10,15.8,58
2021-05-11,16.7,60.1
2021-05-12,19.1,64.6
2021-05-13,19.6,76.5
2021-05-14,20.1,77.9
2021-05-15,20,96.5
2021-05-16,20.7,98
2021-05-17,17.3,90.5
2021-05-18,17.1,84.5
2021-05-19,20,70.8
2021-05-20,15.8,96.1
2021-05-21,15.7,78.4
2021-05-22,19.2,68.6
2021-05-23,20.5,71.8
2021-05-24,19.7,70.6
2021-05-25,15.7,63.6
2021-05-26,15.8,69.4
2021-05-27,15.3,88.1
2021-05-28,16.5,77.1
2021-05-29,18,68.4
2021-05-30,18.1,66
2021-05-31,19.7,68.3
2021-06-01,19.7,69.3
2021-06-02,20.2,75.9
2021-06-03,18.3,97.4
2021-06-04,19.1,67.4
2021-06-05,18.9,82
2021-06-06,20.7,81.1
2021-06-07,21.4,77.3
2021-06-08,22.7,75.8
2021-06-09,22.6,73.4
2021-06-10,21.4,81.1
2021-06-11,22.3,89.4
2021-06-12,23.9,84.1
2021-06-13,24.4,80.6
2021-06-14,22.3,85.8
2021-06-15,20.5,91.8
2021-06-16,21.7,80.1
2021-06-17,20.8,84
2021-06-18,21.1,90
2021-06-19,22.4,75
2021-06-20,22.3,74.9
2021-06-21,22.4,68.3
2021-06-22,21.5,80.9
2021-06-23,21.7,80.4
2021-06-24,21.5,81.1
2021-06-25,22.1,79
2021-06-26,22.4,79.3
2021-06-27,22.7,75.6
2021-06-28,22.5,86.9
2021-06-29,23.1,82.3
2021-06-30,22.9,81.5
2021-07-01,23.8,79.1
2021-07-02,24.4,80
2021-07-03,22.8,90
2021-07-04,24.2,83.4
2021-07-05,21,98.1
2021-07-06,22.3,99.8
2021-07-07,24.5,99.8
2021-07-08,25,95.6
2021-07-09,25.6,89.6
2021-07-10,25.2,87.8
2021-07-11,25.5,90.1
2021-07-12,27.1,84.9
2021-07-13,27.4,82.1
2021-07-14,26.8,85.3
2021-07-15,26.6,85.6
2021-07-16,24.9,91.1
2021-07-17,24.7,84.1
2021-07-18,25.8,80.8
2021-07-19,26.2,81.8
2021-07-20,25.6,87.3
2021-07-21,26.2,80.6
2021-07-22,25.9,81.4
2021-07-23,26.3,80.1
2021-07-24,26.2,80.6
2021-07-25,25.7,77.1
2021-07-26,26.1,77.4
2021-07-27,25.9,78
2021-07-28,26.6,80
2021-07-29,26.2,81.3
2021-07-30,26.2,80.6
2021-07-31,28.1,82.1
2021-08-01,27.8,82.4
2021-08-02,26.5,90
2021-08-03,26.4,88.1
2021-08-04,26.9,82
2021-08-05,27.7,80
2021-08-06,27.6,79.3
2021-08-07,28.2,76.6
2021-08-08,26,86
2021-08-09,25.8,82.3
2021-08-10,25.5,85.6
2021-08-11,24.9,84.9
2021-08-12,25,83.8
2021-08-13,24.7,88.3
2021-08-14,23,87.9
2021-08-15,24.4,77.9
2021-08-16,24.5,76.5
2021-08-17,23.7,82.6
2021-08-18,22.4,89.5
2021-08-19,22.6,86.5
2021-08-20,24.1,81.5
2021-08-21,23.2,97.4
2021-08-22,24.6,85.3
2021-08-23,23.4,98.4
2021-08-24,25.1,92.1
2021-08-25,24.1,97.1
2021-08-26,25.2,82.1
2021-08-27,23.5,93.1
2021-08-28,24.6,86.1
2021-08-29,24.9,91.9
2021-08-30,25.2,89.9
2021-08-31,25.3,87.6
2021-09-01,24.7,91.3
2021-09-02,21.3,93.6
2021-09-03,21.8,89.3
2021-09-04,22.2,86
2021-09-05,20.7,87.6
2021-09-06,19.8,89.8
2021-09-07,21.6,89.3
2021-09-08,21.9,79.6
2021-09-09,22,85.1
2021-09-10,21.1,93.6
2021-09-11,23.5,84.9
2021-09-12,23.1,85
2021-09-13,22.2,77.1
2021-09-14,22.7,81.5
2021-09-15,22.6,67.9
2021-09-16,20.2,88.3
2021-09-17,22.8,84.9
2021-09-18,21.7,83.8
2021-09-19,20.7,84.6
2021-09-20,21.8,81.3
2021-09-21,22.1,87.9
2021-09-22,19.7,90.4
2021-09-23,19.4,79.1
2021-09-24,18.4,84
2021-09-25,19.5,84.5
2021-09-26,20.1,83.3
2021-09-27,21,78.5
2021-09-28,21.2,84.1
2021-09-29,21.6,97.9
2021-09-30,21.4,89.6
2021-10-01,21.3,85.8
2021-10-02,20.8,84.1
2021-10-03,21.1,83.5
2021-10-04,23.9,80.8
2021-10-05,21.8,86.1
2021-10-06,21.1,85.6
2021-10-07,20.6,85.4
2021-10-08,21.4,86.1
2021-10-09,21.7,84.9
2021-10-10,22.3,90.8
2021-10-11,16.9,96.1
2021-10-12,17.8,89.3
2021-10-13,18.7,86.5
2021-10-14,19.2,84.3
2021-10-15,18.7,84.1
2021-10-16,12.8,69
2021-10-17,6.3,49.4
2021-10-18,7.8,71.3
2021-10-19,10.7,72.4
2021-10-20,9,69.3
2021-10-21,9.7,73.3
2021-10-22,10,60.5
2021-10-23,9.2,74.5
2021-10-24,10.1,80.4
2021-10-25,10.4,75.8
2021-10-26,10,77
2021-10-27,12.5,74.8
2021-10-28,11.8,66.6
2021-10-29,10.6,78.8
2021-10-30,10.6,85
2021-10-31,11.6,80.3
2021-11-01,12.7,78.9
2021-11-02,11,73.6
2021-11-03,10.1,73
2021-11-04,10.6,76
2021-11-05,10.2,79.8
2021-11-06,11.2,77.6
2021-11-07,13.5,70.5
2021-11-08,10.8,76.6
2021-11-09,7.7,71
2021-11-10,6.6,89.9
2021-11-11,7.5,82.1
2021-11-12,5.1,84.3
2021-11-13,6.3,85.5
2021-11-14,7.3,85
2021-11-15,7.4,82.3
2021-11-16,8.8,73
2021-11-17,7.8,68.1
2021-11-18,7.7,78.4
2021-11-19,8.2,83.4
2021-11-20,8.7,83.5
2021-11-21,10.4,86.1
2021-11-22,6.7,69.4
2021-11-23,3,86.3
2021-11-24,5.4,81.1
2021-11-25,6.8,74.4
2021-11-26,5.2,61.1
2021-11-27,4.4,69.1
2021-11-28,4.1,75.4
2021-11-29,5.7,73.4
2021-11-30,6.5,84
2021-12-01,1.3,72.6
2021-12-02,2.2,70.3
2021-12-03,3.4,74.1
2021-12-04,3.4,69.4
2021-12-05,3,84.6
2021-12-06,6.8,83.4
2021-12-07,6.7,71
2021-12-08,4.2,80.3
2021-12-09,5.4,83.6
2021-12-10,8.2,81
2021-12-11,7.9,77.9
2021-12-12,5.6,64.6
2021-12-13,0.2,46.6
2021-12-14,1.4,69.4
2021-12-15,3.1,86.8
2021-12-16,6.1,88.5
2021-12-17,-0.9,79.3
2021-12-18,-3.3,65.4
2021-12-19,0.5,76
2021-12-20,2.8,79.9
2021-12-21,4.8,79.1
2021-12-22,3.4,64.8
2021-12-23,2,64.8
2021-12-24,2,71.3
2021-12-25,-4.9,58.3
2021-12-26,-6.4,55.5
2021-12-27,-2.1,61.8
2021-12-28,2.1,67
2021-12-29,2.7,69.3
2021-12-30,1,62.6
2021-12-31,-2.8,60.3
2021-01-01,-4.8,93.5
2021-01-02,-4.5,72.9
2021-01-03,-4.6,70.4
2021-01-04,-3,75.9
2021-01-05,-4.1,67
2021-01-06,-6,73.1
2021-01-07,-11.3,67.4
2021-01-08,-14,73
2021-01-09,-12.9,72.4
2021-01-10,-9.4,67
2021-01-11,-7.1,72.6
2021-01-12,-2.9,85.4
2021-01-13,2.7,82.5
2021-01-14,1,63.6
2021-01-15,5.3,78
2021-01-16,-2.2,60
2021-01-17,-3.6,70
2021-01-18,-2,72.5
2021-01-19,-6,61
2021-01-20,-1.2,63.6
2021-01-21,3.6,86.3
2021-01-22,5.1,98.3
2021-01-23,8,79.5
2021-01-24,6.2,71.5
2021-01-25,5.5,77.5
2021-01-26,4.6,89.5
2021-01-27,1.8,52.4
2021-01-28,-1.7,62.3
2021-01-29,-5.8,61.6
2021-01-30,1.1,65.3
2021-01-31,3.6,73.1
2021-02-01,6.8,83.9
2021-02-02,-2.9,49
2021-02-03,-2.2,73.5
2021-02-04,-1.6,55.3
2021-02-05,1.8,66.4
2021-02-06,7.3,82.4
2021-02-07,3.8,70.4
2021-02-08,-1.4,45.1
2021-02-09,-0.4,58.6
2021-02-10,2.4,79.4
2021-02-11,4.1,81
2021-02-12,5,74.8
2021-02-13,4.4,71
2021-02-14,7.8,63.6
2021-02-15,1.9,65.9
2021-02-16,-3.2,61.1
2021-02-17,-6.1,53.6
2021-02-18,-3.8,54.9
2021-02-19,2.5,73.4
2021-02-20,10.4,68.4
2021-02-21,13,58.3
2021-02-22,9.4,58.8
2021-02-23,0.4,44.4
2021-02-24,2.3,46.3
2021-02-25,2.5,59.5
2021-02-26,7.2,43.5
2021-02-27,7.4,53.1
2021-02-28,6.7,57.8
2021-03-01,5.9,95.5
2021-03-02,2.7,74.6
2021-03-03,3.5,71.5
2021-03-04,5.7,77.5
2021-03-05,6.8,77.4
2021-03-06,6.4,82.3
2021-03-07,5.9,75.6
2021-03-08,4.8,77.8
2021-03-09,5.5,65
2021-03-10,6.5,72.8
2021-03-11,8.2,73.1
2021-03-12,8.2,81.1
2021-03-13,8.1,73.1
2021-03-14,7.6,78.3
2021-03-15,10,71.6
2021-03-16,7.8,54.1
2021-03-17,6.5,59.1
2021-03-18,8.9,60.3
2021-03-19,12.4,57.6
2021-03-20,8,86.8
2021-03-21,6.1,63.4
2021-03-22,6.6,60.5
2021-03-23,8.8,70
2021-03-24,10,60.4
2021-03-25,10.2,76
2021-03-26,10.9,66.1
2021-03-27,10.7,84.6
2021-03-28,9.1,94.9
2021-03-29,10.9,64.1
2021-03-30,10.2,53.3
2021-03-31,12.2,48
2021-04-01,14.5,42.9
2021-04-02,16.3,47.6
2021-04-03,14.9,89
2021-04-04,11.3,79.3
2021-04-05,11,53.3
2021-04-06,11.9,55.8
2021-04-07,12.7,55.5
2021-04-08,11.5,47.6
2021-04-09,11.4,49.5
2021-04-10,11.4,64.6
2021-04-11,13,64.5
2021-04-12,13,80.9
2021-04-13,9.6,72.3
2021-04-14,8.4,55.3
2021-04-15,10.1,65
2021-04-16,10.4,75.1
2021-04-17,8.8,61.9
2021-04-18,10.3,58.8
2021-04-19,11.9,64.6
2021-04-20,13.9,58.6
2021-04-21,16.6,48
2021-04-22,18.9,45.5
2021-04-23,19.1,35.4
2021-04-24,16.3,44.8
2021-04-25,16,62
2021-04-26,15.1,64.4
2021-04-27,14.5,67.5
2021-04-28,14.5,70.9
2021-04-29,13.8,68.8
2021-04-30,10.7,85.1
2021-05-01,10.6,75.4
2021-05-02,12.3,66.6
2021-05-03,12.9,64.6
2021-05-04,15.5,85.5
2021-05-05,14.1,58.3
2021-05-06,15.9,38.5
2021-05-07,14.9,58.6
2021-05-08,13.8,66.4
2021-05-09,14.9,54.1
2021-05-10,11.8,89.4
2021-05-11,17.2,67.4
2021-05-12,20.2,49.4
2021-05-13,20.9,65.5
2021-05-14,20.9,73.1
2021-05-15,20.8,92
2021-05-16,19.2,97.5
2021-05-17,15.7,92.8
2021-05-18,17.2,82.5
2021-05-19,19.2,63.1
2021-05-20,16.9,82
2021-05-21,14.8,90.5
2021-05-22,17.4,75.5
2021-05-23,18.5,75.1
2021-05-24,18.4,70.1
2021-05-25,15.9,70
2021-05-26,18,61.1
2021-05-27,15.9,83.3
2021-05-28,15.1,87.1
2021-05-29,17.8,68
2021-05-30,18.7,74.8
2021-05-31,19.2,70
2021-06-01,20.8,65.3
2021-06-02,23,64.3
2021-06-03,18.3,93.8
2021-06-04,18.1,75.4
2021-06-05,20.3,76.8
2021-06-06,21.5,73.6
2021-06-07,22.1,59.4
2021-06-08,23.2,78.1
2021-06-09,25.1,73.3
2021-06-10,24.1,75.4
2021-06-11,22.6,82.3
2021-06-12,22.7,82
2021-06-13,22.6,82.6
2021-06-14,22.5,82.1
2021-06-15,22.3,83.5
2021-06-16,24.2,67.1
2021-06-17,21.1,81.6
2021-06-18,20,95.6
2021-06-19,21.9,79.1
2021-06-20,22.6,76.1
2021-06-21,23.2,73
2021-06-22,22.5,71.1
2021-06-23,20.3,93.8
2021-06-24,22.1,82.3
2021-06-25,23,77.3
2021-06-26,23.2,81.4
2021-06-27,23.7,80.6
2021-06-28,23.3,84
2021-06-29,23.2,87.3
2021-06-30,23.9,82.9
2021-07-01,25.1,78.5
2021-07-02,25.8,76.4
2021-07-03,23.1,86.4
2021-07-04,21.8,94.9
2021-07-05,22.8,86.9
2021-07-06,23.7,91.5
2021-07-07,25.2,92.4
2021-07-08,25.2,85.3
2021-07-09,25,84.4
2021-07-10,25.6,85.9
2021-07-11,25.5,89.8
2021-07-12,27.6,84.8
2021-07-13,27.5,81.9
2021-07-14,27.7,81.6
2021-07-15,27.8,79.1
2021-07-16,26.7,84.8
2021-07-17,25.5,85.8
2021-07-18,25.8,83.3
2021-07-19,26,84.5
2021-07-20,27.4,84.3
2021-07-21,28.5,75.3
2021-07-22,28,70.9
2021-07-23,28.2,73.5
2021-07-24,28.5,75.1
2021-07-25,28,75.1
2021-07-26,28.2,72.5
2021-07-27,28.5,71.9
2021-07-28,27.5,83.1
2021-07-29,28.1,78.3
2021-07-30,28.7,75.1
2021-07-31,28.8,74.5
2021-08-01,25.6,94.6
2021-08-02,25.6,89
2021-08-03,27,84
2021-08-04,28.1,76
2021-08-05,28.4,75.4
2021-08-06,26.9,78.1
2021-08-07,25.8,78.6
2021-08-08,26.4,83.6
2021-08-09,27.3,74.5
2021-08-10,27.1,75.1
2021-08-11,26.1,77.4
2021-08-12,26.2,79.3
2021-08-13,25.6,81.3
2021-08-14,25.4,77.4
2021-08-15,26.1,68
2021-08-16,25.6,72.8
2021-08-17,25.2,68.5
2021-08-18,24.6,71.3
2021-08-19,24.3,75.5
2021-08-20,24.1,86.1
2021-08-21,24.3,87.5
2021-08-22,24.8,86.1
2021-08-23,21.9,97.5
2021-08-24,24.8,90.4
2021-08-25,23.2,97.1
2021-08-26,24.8,92.3
2021-08-27,21.2,95.9
2021-08-28,22.2,91
2021-08-29,21.7,87.3
2021-08-30,22.6,89.4
2021-08-31,22.3,92.4
2021-09-01,22.5,94.9
2021-09-02,23,87.6
2021-09-03,23,80.3
2021-09-04,22,79
2021-09-05,21.4,83.5
2021-09-06,20.3,89.5
2021-09-07,21.4,92.6
2021-09-08,21.9,80.6
2021-09-09,21.9,83.3
2021-09-10,22.9,86.3
2021-09-11,23.2,85.4
2021-09-12,22.9,84.3
2021-09-13,23.3,75.9
2021-09-14,21.8,75
2021-09-15,21.9,69.6
2021-09-16,21.6,72.4
2021-09-17,20.4,88.5
2021-09-18,21.3,78.4
2021-09-19,22.2,83
2021-09-20,22.8,75.8
2021-09-21,22.8,85.4
2021-09-22,21.9,74.6
2021-09-23,20.8,67.8
2021-09-24,19.7,78.4
2021-09-25,20,82.9
2021-09-26,20.6,78.8
2021-09-27,21.5,74.3
2021-09-28,20.7,87.5
2021-09-29,21,91.5
2021-09-30,19.4,87.3
2021-10-01,20.5,84.4
2021-10-02,20.6,81.3
2021-10-03,21.6,74
2021-10-04,23.9,76
2021-10-05,23.5,79.3
2021-10-06,22.7,85.4
2021-10-07,20.4,92.8
2021-10-08,19.4,93
2021-10-09,22.1,88.3
2021-10-10,20.6,87.8
2021-10-11,16.4,72.9
2021-10-12,16.6,86.6
2021-10-13,18.8,80.4
2021-10-14,18.7,80.9
2021-10-15,18.4,80.9
2021-10-16,12.2,54.6
2021-10-17,5.7,59.6
2021-10-18,9.8,70
2021-10-19,11.4,76.3
2021-10-20,8.5,77.5
2021-10-21,8.4,76.5
2021-10-22,9.1,71
2021-10-23,9.9,72.3
2021-10-24,9.8,81.4
2021-10-25,10.1,78.3
2021-10-26,12,82.8
2021-10-27,12.6,73.4
2021-10-28,10.4,74.8
2021-10-29,11.8,74.3
2021-10-30,12.2,80
2021-10-31,12.9,85.3
2021-11-01,12.3,81.4
2021-11-02,10.5,79.9
2021-11-03,10.7,80.1
2021-11-04,11.9,88.3
2021-11-05,10.5,87.1
2021-11-06,11.8,79.1
2021-11-07,13.8,71.8
2021-11-08,9.7,75.5
2021-11-09,8.2,73.3
2021-11-10,6,90
2021-11-11,7.3,66.8
2021-11-12,5.9,76.1
2021-11-13,7.5,78.6
2021-11-14,11.2,73.3
2021-11-15,9.1,82.5
2021-11-16,7.6,75.6
2021-11-17,7.6,76.8
2021-11-18,11,85
2021-11-19,12.7,89.5
2021-11-20,8.1,99
2021-11-21,9.4,91.1
2021-11-22,5.2,72.4
2021-11-23,1.9,84.1
2021-11-24,5.7,71.9
2021-11-25,8.3,66.6
2021-11-26,3.4,75.3
2021-11-27,2.1,75.3
2021-11-28,3.7,74.5
2021-11-29,5.6,84.1
2021-11-30,7.2,81.4
2021-12-01,1.2,58.6
2021-12-02,3.3,70
2021-12-03,4.6,58.4
2021-12-04,0.1,85.1
2021-12-05,0.9,77.5
2021-12-06,2.8,78.8
2021-12-07,3.9,82.6
2021-12-08,3.8,86
2021-12-09,4.4,86.9
2021-12-10,7.1,92
2021-12-11,6.3,88
2021-12-12,3.4,62.9
2021-12-13,-1.6,63.3
2021-12-14,4.5,73.8
2021-12-15,6.9,90.1
2021-12-16,5.8,84.3
2021-12-17,-2.3,58.1
2021-12-18,-3.7,77.8
2021-12-19,1.4,75.9
2021-12-20,8.1,72.1
2021-12-21,6.6,74.4
2021-12-22,0.8,68.4
2021-12-23,1.3,70.4
2021-12-24,0.2,77.4
2021-12-25,-7.7,69.9
2021-12-26,-8.6,71.1
2021-12-27,-4.9,79.3
2021-12-28,-2.4,95.9
2021-12-29,3,71.3
2021-12-30,-1.7,66.6
2021-12-31,-5.5,61.6
2021-01-01,5.5,54.4
2021-01-02,5.9,56.4
2021-01-03,4.5,57
2021-01-04,5.9,57.8
2021-01-05,5.6,66
2021-01-06,4,60.8
2021-01-07,-1.1,76.5
2021-01-08,-1.1,74.9
2021-01-09,1.2,71.4
2021-01-10,3.6,62.9
2021-01-11,3.4,79
2021-01-12,4.7,62.3
2021-01-13,10,48.9
2021-01-14,10.8,62.5
2021-01-15,12.1,67.9
2021-01-16,5.1,64.6
2021-01-17,3.1,69
2021-01-18,6.6,50.6
2021-01-19,4,53.3
2021-01-20,9.2,58.3
2021-01-21,12.6,66.8
2021-01-22,12.7,91.4
2021-01-23,12.5,90
2021-01-24,11.8,64.3
2021-01-25,12.6,66.9
2021-01-26,10.4,84.6
2021-01-27,7.6,52.8
2021-01-28,6.2,60.3
2021-01-29,2.5,58.4
2021-01-30,7.8,54.5
2021-01-31,10.7,59.9
2021-02-01,11.6,80.8
2021-02-02,4.2,57.1
2021-02-03,5.8,49.5
2021-02-04,6.4,56.3
2021-02-05,7.1,57.6
2021-02-06,10.6,70.4
2021-02-07,11,68.8
2021-02-08,4.1,57.3
2021-02-09,4.8,59.4
2021-02-10,7,64.6
2021-02-11,9.7,69.8
2021-02-12,12.2,57
2021-02-13,13,56
2021-02-14,13.3,80.1
2021-02-15,7.5,70.4
2021-02-16,5.7,58.5
2021-02-17,1.3,61.8
2021-02-18,2.5,68.3
2021-02-19,8.5,51.5
2021-02-20,15.6,45.1
2021-02-21,18.9,39.3
2021-02-22,15.3,47.8
2021-02-23,7.5,52
2021-02-24,9.9,62
2021-02-25,11.6,71.3
2021-02-26,11.2,74
2021-02-27,11.4,63.1
2021-02-28,14.4,72.5
2021-03-01,15.5,78.3
2021-03-02,7.5,67.4
2021-03-03,9.2,60.6
2021-03-04,10.9,82.4
2021-03-05,11.9,82
2021-03-06,11.3,75.3
2021-03-07,10.1,72.4
2021-03-08,10.4,72.5
2021-03-09,10.6,59.5
2021-03-10,11.5,62.1
2021-03-11,14.1,77
2021-03-12,11.3,88.3
2021-03-13,11.7,75.4
2021-03-14,11.4,64.1
2021-03-15,13.9,63.3
2021-03-16,12.6,75.8
2021-03-17,11.3,66
2021-03-18,13.7,74.6
2021-03-19,14.2,77.5
2021-03-20,12.8,92.5
2021-03-21,9.2,61.5
2021-03-22,9.8,46.4
2021-03-23,12.3,53.8
2021-03-24,13.3,58.6
2021-03-25,14.1,66.5
2021-03-26,14.6,54.4
2021-03-27,17.5,73.1
2021-03-28,14.5,76.4
2021-03-29,15.2,50.9
2021-03-30,14.3,48.9
2021-03-31,16.2,58.6
2021-04-01,15.2,76.9
2021-04-02,17.2,79.3
2021-04-03,18,85.3
2021-04-04,11.4,92.8
2021-04-05,12.6,64.3
2021-04-06,13.9,57.5
2021-04-07,14.8,52.6
2021-04-08,14.4,48.1
2021-04-09,13.8,57.1
2021-04-10,14,60.4
2021-04-11,16.6,51.5
2021-04-12,16.5,82.4
2021-04-13,11.8,76.8
2021-04-14,11,54
2021-04-15,13.1,55.8
2021-04-16,15.1,67.6
2021-04-17,13.7,60.8
2021-04-18,13,48.4
2021-04-19,14.5,33.8
2021-04-20,14.8,42.4
2021-04-21,17.5,53.1
2021-04-22,21,46.3
2021-04-23,19.3,67
2021-04-24,17.5,80.9
2021-04-25,16.9,69
2021-04-26,16.5,58.1
2021-04-27,17.1,67.3
2021-04-28,17,79.6
2021-04-29,18.8,61.6
2021-04-30,16.3,61.8
2021-05-01,13.3,71
2021-05-02,13.8,65.6
2021-05-03,15,68.3
2021-05-04,19,68.5
2021-05-05,17.1,51.4
2021-05-06,18.4,43.1
2021-05-07,19.5,54.9
2021-05-08,18.3,56.4
2021-05-09,18.9,54.6
2021-05-10,20.3,63.8
2021-05-11,18.6,85.4
2021-05-12,18.3,78.5
2021-05-13,19.6,76.4
2021-05-14,21.5,80.4
2021-05-15,23.7,79.6
2021-05-16,23.5,83.1
2021-05-17,16.7,85.4
2021-05-18,18.6,63
2021-05-19,19.7,68.4
2021-05-20,18.3,88.4
2021-05-21,18.2,66.3
2021-05-22,19,69.3
2021-05-23,19.8,69.1
2021-05-24,19.4,71.9
2021-05-25,20.2,59.3
2021-05-26,18.8,54.1
2021-05-27,19.1,80.9
2021-05-28,20.7,63.3
2021-05-29,19.7,66.1
2021-05-30,21.4,65
2021-05-31,22,67
2021-06-01,22.9,65
2021-06-02,24.5,57
2021-06-03,23.7,76
2021-06-04,20.6,69.4
2021-06-05,24.1,59.4
2021-06-06,22.1,72.3
2021-06-07,21.8,73.8
2021-06-08,24.2,75.3
2021-06-09,26.3,74.5
2021-06-10,25.7,69.5
2021-06-11,21.6,96.4
2021-06-12,22.7,89.9
2021-06-13,20.2,88.9
2021-06-14,21.4,85.3
2021-06-15,23.1,87.9
2021-06-16,21.1,89
2021-06-17,21.4,84.1
2021-06-18,22.1,88.8
2021-06-19,23.1,78
2021-06-20,23.6,52
2021-06-21,24.7,59.3
2021-06-22,24,74.9
2021-06-23,24,74.9
2021-06-24,24.7,70.1
2021-06-25,25.2,70
2021-06-26,25.7,67.4
2021-06-27,24.7,78.4
2021-06-28,24.3,81.3
2021-06-29,24.6,76.6
2021-06-30,24.9,75.1
2021-07-01,24.6,80.3
2021-07-02,24.8,85.1
2021-07-03,27.4,76.5
2021-07-04,24.4,90.6
2021-07-05,27.6,78.8
2021-07-06,29.5,68
2021-07-07,28.8,78.9
2021-07-08,27.8,81
2021-07-09,27.3,77.1
2021-07-10,28,71.9
2021-07-11,28.4,76.5
2021-07-12,29,76
2021-07-13,29,72.5
2021-07-14,29,75.3
2021-07-15,29,75
2021-07-16,28.5,74.3
2021-07-17,26.9,79.8
2021-07-18,27,78.1
2021-07-19,29,69
2021-07-20,27.7,82.1
2021-07-21,27.8,83.4
2021-07-22,27.6,83.8
2021-07-23,27.1,86.4
2021-07-24,27.9,80.8
2021-07-25,27.2,79.5
2021-07-26,27.9,73.5
2021-07-27,29.1,66.1
2021-07-28,29.4,62.6
2021-07-29,28.5,70.4
2021-07-30,28,77.4
2021-07-31,27,93.1
2021-08-01,28.4,84.9
2021-08-02,27.7,87.6
2021-08-03,29.1,74.6
2021-08-04,29.9,64.8
2021-08-05,29.8,65.6
2021-08-06,28.9,75
2021-08-07,28.9,75
2021-08-08,27.9,80.8
2021-08-09,28.3,78.3
2021-08-10,27.9,74.9
2021-08-11,25.5,90.4
2021-08-12,25.7,87.8
2021-08-13,24.4,88.4
2021-08-14,23.1,93.9
2021-08-15,24.9,82.5
2021-08-16,24.5,87.4
2021-08-17,25.5,74.6
2021-08-18,26.1,71.5
2021-08-19,25.6,70.8
2021-08-20,27.9,65.6
2021-08-21,27,81
2021-08-22,26,89.1
2021-08-23,27,84
2021-08-24,28.4,83.6
2021-08-25,27.8,84.5
2021-08-26,27.5,83
2021-08-27,29.5,68.4
2021-08-28,29.2,70.8
2021-08-29,29.3,65.6
2021-08-30,28.1,77.1
2021-08-31,27.9,72.3
2021-09-01,28.4,76.6
2021-09-02,25,87.1
2021-09-03,24.2,93.1
2021-09-04,25.3,82.5
2021-09-05,24.5,87.1
2021-09-06,25.5,82.4
2021-09-07,26.2,85
2021-09-08,25.2,73.8
2021-09-09,25.4,75.3
2021-09-10,24,89
2021-09-11,25.5,84.3
2021-09-12,25.8,87.5
2021-09-13,24.5,93.1
2021-09-14,23.9,99.3
2021-09-15,23.4,86.6
2021-09-16,22.9,95.3
2021-09-17,23.3,96
2021-09-18,24.7,82.1
2021-09-19,24.5,78.9
2021-09-20,26.5,76.8
2021-09-21,25.2,78.4
2021-09-22,27.3,72.3
2021-09-23,24.9,70.3
2021-09-24,23.4,74.8
2021-09-25,24.2,82
2021-09-26,24.4,78.4
2021-09-27,24,81.5
2021-09-28,25.3,85.3
2021-09-29,26.2,83.8
2021-09-30,23,93
2021-10-01,22.9,82.6
2021-10-02,23.5,74.5
2021-10-03,24.7,67.9
2021-10-04,25.5,71
2021-10-05,25.7,75.9
2021-10-06,25.1,80.1
2021-10-07,24.6,76.3
2021-10-08,24.5,82.6
2021-10-09,24.3,92.4
2021-10-10,26.1,78.8
2021-10-11,22,88.9
2021-10-12,22.2,96.9
2021-10-13,22.5,93.9
2021-10-14,24,86.3
2021-10-15,23.5,76.4
2021-10-16,17,76.3
2021-10-17,13.3,55.6
2021-10-18,14,59.9
2021-10-19,16.2,62.5
2021-10-20,14.4,60.4
2021-10-21,15.6,61.6
2021-10-22,16.5,57.5
2021-10-23,16.2,60.4
2021-10-24,17.4,69.8
2021-10-25,16.8,69
2021-10-26,16.3,62.9
2021-10-27,17.6,67
2021-10-28,16.7,63
2021-10-29,18.4,69.5
2021-10-30,17.3,73.8
2021-10-31,17.3,68.1
2021-11-01,17.6,72.3
2021-11-02,16.4,59.9
2021-11-03,16.1,65.6
2021-11-04,16.5,66.3
2021-11-05,17.5,64.3
2021-11-06,19.2,65.6
2021-11-07,19.1,68.9
2021-11-08,13.6,74.3
2021-11-09,12.3,61
2021-11-10,11.7,69.8
2021-11-11,13.2,72.9
2021-11-12,12.6,63.8
2021-11-13,14.1,58
2021-11-14,15.5,56.5
2021-11-15,14.2,63.9
2021-11-16,13.3,65.4
2021-11-17,13,62.9
2021-11-18,13.6,61.1
