predicted_mean
63239.65148340181
54782.13217602001
49943.667751142304
59366.11182510063
41087.87810886794
52120.983624855304
50974.65856384347
37251.41279651965
44417.91121141257
53277.17975542745
61148.13027332323
71521.09605585407
56921.51206947019
68039.61440311484
74810.73680133335
77908.95807553822
79719.45959213273
76917.74632775447
67357.43362244479
71060.85568406137
48886.34978681757
47217.65271130573
51064.53659750962
61854.78538443889
63780.681296197865
54455.966239152694
50047.36742790396
55508.64336289773
41445.29014166297
50033.91464681707
50366.0600139817
36855.99639025684
44106.77669271591
52630.94483352606
60949.47363972018
68308.3052474251
57145.28388704672
67732.95468300224
74968.28704802065
77760.9182980097
77714.1221860187
76579.59583282257
65899.53218001057
66065.736913245
47999.02533026381
45906.93034660695
50009.86890621897
60724.05381937079
62215.45946560572
53006.34917354982
48662.19289364165
54222.38466277216
40497.89236536593
48894.35173164422
49291.47761417976
36132.317953036974
43884.265832903446
52974.368653319376
61477.86914735212
68716.92859199879
57703.734003267135
68600.22104086618
76042.04202380781
79040.58465182681
79200.78303751323
78283.45207423149
67801.10862605528
67731.33002479363
49816.64282365452
47631.17608759084
51880.11539910709
62651.875653980205
64047.43500275813
54950.22120241387
50410.806309169064
55814.3623855357
41903.78338390457
50258.035275868235
50468.540442774734
36985.21717642405
43968.39407282612
52509.06947034073
60985.24899884874
68499.46540410504
57624.201106924855
68455.54292560482
75917.83953286085
78889.23464314306
78936.16995232558
77868.49378776005
66997.42860116164
66783.58314376215
48587.29028730159
46460.78750329252
50671.56596463477
61474.781696249374
62873.36498362292
53678.889172578
49221.34533949722
54667.04479410013
40766.7650259973
49189.17222192957
49389.094273028495
35804.6959798194
43018.40520194084
51543.26616072215
60031.91111067077
67457.3650567404
56614.59905163922
67439.41432795222
74847.71208047382
77767.64149550904
77748.71936035599
76499.48126389887
65516.96765757323
65385.546353117374
47369.0072960942
45251.96614321953
49498.3525516083
60376.2911850116
61868.13526221954
52801.729302432104
48404.64983414911
53987.884390515035
40276.35981159582
48798.92876868722
49198.62108513322
35700.515542568035
42936.37262220778
51128.576621223525
59591.61284874288
67121.12864351559
56430.51869214037
67390.57142144736
74977.07251011409
77908.40528699564
77971.53946209319
76677.59288933878
65737.77300346467
65637.9127813389
47559.14137207583
45484.238917350514
49717.917868649754
60537.08391709655
62056.473846518726
52900.72764498618
48453.23139692921
53982.897747689385
40150.22517534711
48608.06813738475
48892.733564304035
35376.522323684505
42395.16290735397
50526.03794380508
58541.54620204172
65711.51821359449
54898.6758100555
65602.80825650723
72930.28957820708
75636.295647219
75697.60848951324
74950.33191103274
64412.556069722166
64378.14476750444
46417.25415624889
44371.83486741262
48721.896748377694
59593.74024355639
61097.1553695382
52007.85265734899
47632.172102449076
53195.944905046985
39452.22513527527
47980.77338642813
48376.203913769714
34923.14295279834
42047.70568266303
50235.635825840385
58388.53848490093
65609.58629208496
54767.11890679564
66046.97906275191
73740.20312693626
76832.3303512695
76700.7054271543
75531.17415037028
64523.994082839905
64466.711982421504
46486.21783095617
44426.54125299146
48669.13124297773
59553.24294043155
61119.56272277089
52034.276187558855
47701.70303068892
53276.82734888995
39558.18713487149
47998.14406680799
48347.755142181835
34957.3152111808
42170.85669597191
50460.03379570943
58758.311305175266
65989.57427132684
55039.38937191698
65998.35764723147
73555.20780650851
76469.9846280012
76478.7238332788
75384.39136767996
