forecast
1906872.11802731
1821568.9643299687
1290709.595370913
1076139.5763312017
893098.4685263843
680951.8412290626
649647.877250718
654762.6218993193
1001118.7604369684
1089976.1659764312
1395272.978690147
3673075.7219538074
1882548.8435125449
3988141.703230488
4460140.8572620675
4583752.986503166
3198082.721784291
3710727.1495399103
6491237.413284283
3608867.771223399
3470332.4279326964
2884416.6528769126
2927549.643771868
2216561.560555475
2100383.9901400018
1896724.8954950925
1338848.8685325282
1118111.8602919804
933663.0374471198
721195.0764212273
689817.7628215596
